Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI
3KE2PPAI,journalArticle,2015,"McLeod, David A.; Craft, Morgan L.","Female sexual offenders in child sexual abuse cases: National trends associated with child protective services system entry, exit, utilization, and socioeconomics",Journal of Public Child Welfare,,"1554-8732, 1554-8740",10.1080/15548732.2015.1064849
CGA69QVP,journalArticle,2011,"McKlindon, Amy; Vandivere, Sharon; Murphey, David",Foster care data snapshot,Child Trends,,,
4QQVFTU6,journalArticle,2011,"McKlindon, Amy; Vandivere, Sharon; Murphey, David; Boccanfuso, Christopher",Child maltreatment data snapshot,Child Trends,,,
C6CDT387,journalArticle,2005,"McGuigan, William M.; Middlemiss, Wendy",Sexual abuse in childhood and interpersonal violence in adulthood: A cumulative impact on depressive symptoms in women,Journal of Interpersonal Violence,,"0886-2605, 1552-6518",10.1177/0886260505278107
CG3JF7H3,journalArticle,2008,"McCrae, J. S.",Emotional and behavioral problems reported in child welfare over 3 years,Journal of Emotional and Behavioral Disorders,,1063-4266,10.1177/1063426608319141
B5WGRRSZ,journalArticle,2010,"McCrae, Julie S.; Fusco, Rachel A.",A racial comparison of Family Group Decision Making in the USA,Child & Family Social Work,,"13567500, 13652206",10.1111/j.1365-2206.2009.00636.x
QJT98I4X,journalArticle,2006,"McCrae, Julie S.; Chapman, Mimi V.; Christ, Sharon L.",Profile of children investigated for sexual abuse: Association with psychopathology symptoms and services.,American Journal of Orthopsychiatry,,"1939-0025, 0002-9432",10.1037/0002-9432.76.4.468
I4HVCXKE,journalArticle,2007,"McCrae, J. S.; Barth, R. P.",Using cumulative risk to screen for mental health problems in child welfare,Research on Social Work Practice,,1049-7315,10.1177/1049731507305394
C96EFETA,journalArticle,2008,"McCoy, Henrika; McMillen, J. Curtis; Spitznagel, Edward L.","Older youth leaving the foster care system: Who, what, when, where, and why?",Children and Youth Services Review,,1907409,10.1016/j.childyouth.2007.12.003
DK5GEB8X,journalArticle,2012,"McCombs-Thornton, Kimberly L.; Foster, E. Michael",The effect of the ZERO TO THREE Court Teams initiative on types of exits from the foster care system — A competing risks analysis,Children and Youth Services Review,,1907409,10.1016/j.childyouth.2011.09.013
4D7NARKE,journalArticle,2004,"McCarroll, James E.; Ursano, Robert J.; Fan, Zizhong; Newby, John H.",Comparison of U.S. Army and civilian substantiated reports of child maltreatment,Child Maltreatment,,"10775595, 00000000",10.1177/1077559503261262
TEENW63N,journalArticle,2016,"McCallum, Karen; Cheng, An-Lin",Community factors in differential responses of child protective services,Public Health Nursing,,7371209,10.1111/phn.12214
CBW83IN5,journalArticle,2014,"McBeath, Bowen; Chuang, Emmeline; Bunger, Alicia; Blakeslee, Jennifer",Under what conditions does caseworker-caregiver racial/ethnic similarity matter for housing service provision? An application of representative bureaucracy theory,Social Service Review,,"0037-7961, 1537-5404",10.1086/675373
QC534GTA,journalArticle,2009,"Maza, Penelope L.",A new look at the role of ASFA and children's ages in adoption,The Roundtable,,,
RWH97W6D,journalArticle,2007,"Maza, Penelope L.",Children who fall through the cracks,The Roundtable,,,
2WVADUXC,journalArticle,2006,"Maza, Penelope L.",Patterns of relative adoption,The Roundtable,,,
2PFNGKAR,journalArticle,2003,"Maza, Penelope L.",The challenge of interstate placement for adoption,The Roundtable,,,
5VBISZK4,journalArticle,2002,"Maza, Penelope L.",Who is adopting older children,The Roundtable,,,
K7VQAQU2,journalArticle,2002,"Maza, Penelope L.",The age factor in adoption,The Roundtable,,,
TPHJ3MAF,journalArticle,2002,"Maza, Penelope L.",Inter-state placement: Impact on time to permanency for children in the public foster care system,"Permanency Planning Today, the Semi-Annual Newsletter of the National Resource Center for Foster Care and Permanency Planning at the Hunter College School of Social Work",,,
GNS5FFUF,journalArticle,2001,"Maza, Penelope L.",More on the role of single women adopting waiting children,AdoptioNews,,,
IJJ9UJK2,journalArticle,2000,"Maza, Penelope L.",Using administrative data to reward agency performance: The case of the federal adoption incentive program,Child Welfare,,0009-4021,
6MGNCH9S,journalArticle,2000,"Maza, Penelope L.",The role of the single mother in the adoption of children from the child welfare system,AdoptioNews,,,
NAZVUBTZ,journalArticle,2009,"Mason, Katherine M.",Child welfare administration and its influence on child outcomes,The Public Purpose: An Interdisciplinary Journal,,,
ZVWB5SVP,journalArticle,1999,"Maza, Penelope L.",Recent data on the number of adoptions of foster children,Adoption Quarterly,,"1092-6755, 1544-452X",10.1300/J145v03n02_05
4BSC57ZV,journalArticle,2009,"Maschi, T.; Morgen, K.; Hatcher, S. S.; Rosato, N. S.; Violette, N. M.",Maltreated children's thoughts and emotions as behavioral predictors: Evidence for social work action,Social Work,,"0037-8046, 1545-6846",10.1093/sw/54.2.135
IRANNQE6,journalArticle,2008,"Maschi, Tina; Morgen, Keith; Bradley, Carolyn; Hatcher, Schnavia Smith",Exploring gender differences on internalizing and externalizing behavior among maltreated youth: Implications for social work action,Child and Adolescent Social Work Journal,,"0738-0151, 1573-2797",10.1007/s10560-008-0139-8
R9B47SKH,journalArticle,2002,"Martinez, M. Loreto; Black, Maureen; Starr, Raymond H.",Factorial structure of the Perceived Neighborhood Scale (PNS): A test of longitudinal invariance,Journal of Community Psychology,,"0090-4392, 1520-6629",10.1002/jcop.1048
TQ5S8QDN,journalArticle,2011,"Martinez, J. I.; Lau, A. S.",Do social networks push families toward or away from youth mental health services?: A national study of families in child welfare,Journal of Emotional and Behavioral Disorders,,"1063-4266, 1538-4799",10.1177/1063426610377898
MJGRIVDQ,journalArticle,2013,"Martinez, J. I.; Gudino, O. G.; Lau, A. S.",Problem-specific racial/ethnic disparities in pathways from maltreatment exposure to specialty mental health service use for youth in child welfare,Child Maltreatment,,"1077-5595, 1552-6119",10.1177/1077559513483549
5M8EUC3B,journalArticle,2000,"Marshall, David B.; English, Diana J.",Neural network modeling of risk assessment in child protective services.,Psychological Methods,,"1939-1463, 1082-989X",10.1037/1082-989X.5.1.102
JQ3TIGPV,journalArticle,1999,"Marshall, D. B.; English, D. J.",Survival analysis of risk factors for recidivism in child abuse and neglect,Child Maltreatment,,1077-5595,10.1177/1077559599004004002
7AAPPWI9,journalArticle,2001,"Marshall, D. B.; English, D. J.; Stewart, A. J.",The effect of fathers or father figures on child behavioral problems in families referred to child protective services,Child Maltreatment,,1077-5595,10.1177/1077559501006004002
X56PR7XJ,journalArticle,2006,"Mapp, Susan C.",The effects of sexual abuse as a child on the risk of mothers physically abusing their children: A path analysis using systems theory,Child Abuse & Neglect,,1452134,10.1016/j.chiabu.2006.05.006
EWC4GFXT,journalArticle,2005,"Manly, Jody Todd",Advances in research definitions of child maltreatment,Child Abuse & Neglect,,1452134,10.1016/j.chiabu.2005.04.001
NUSQ8SC4,journalArticle,2001,"Manly, Jody Todd; Kim, Jungmeen E.; Rogosch, Fred A.; Cicchetti, Dante",Dimensions of child maltreatment and children's adjustment: Contributions of developmental timing and subtype,Development and Psychopathology,,0954-5794,
BFRVIM39,journalArticle,2009,"Malm, Karin E.; Zielewski, Erica H.",Nonresident father support and reunification outcomes for children in foster care,Children and Youth Services Review,,1907409,10.1016/j.childyouth.2009.04.016
5N9H5JJG,journalArticle,2010,"Maikovich-Fong, Andrea Kohn; Jaffee, Sara R.",Sex differences in childhood sexual abuse characteristics and victims’ emotional and behavioral problems: Findings from a national sample of youth,Child Abuse & Neglect,,1452134,10.1016/j.chiabu.2009.10.006
7523PZPR,journalArticle,2009,"Maikovich, Andrea Kohn; Koenen, Karestan C.; Jaffee, Sara R.",Posttraumatic stress symptoms and trajectories in child sexual abuse victims: An analysis of sex differences using the National Survey of Child and Adolescent Well-Being,Journal of Abnormal Child Psychology,,"0091-0627, 1573-2835",10.1007/s10802-009-9300-x
JJ53TZ26,journalArticle,2008,"Maikovich, Andrea Kohn; Jaffee, Sara R.; Odgers, Candice L.; Gallop, Robert",Effects of family violence on psychopathology symptoms in children previously exposed to maltreatment,Child Development,,"00093920, 14678624",10.1111/j.1467-8624.2008.01201.x
9JN3MJE2,journalArticle,2009,"Maher, Erin J.; Jackson, Lovie J.; Pecora, Peter J.; Schultz, Dana J.; Chandra, Anita; Barnes-Proby, Dionne S.",Overcoming challenges to implementing and evaluating evidence-based interventions in child welfare: A matter of necessity,Children and Youth Services Review,,1907409,10.1016/j.childyouth.2008.10.013
9M4ZB7XQ,journalArticle,2015,"Maguire-Jack, Kathryn; Lanier, Paul; Johnson-Motoyama, Michelle; Welch, Hannah; Dineen, Michael",Geographic variation in racial disparities in child maltreatment: The influence of county poverty and population density,Child Abuse & Neglect,,1452134,10.1016/j.chiabu.2015.05.020
HAZS4WPB,journalArticle,2014,"Maguire-Jack, Kathryn; Font, Sarah A.",Predicting recurrent maltreatment among high-risk families: Applying the Decision-Making Ecology Framework,Children and Youth Services Review,,1907409,10.1016/j.childyouth.2014.04.014
TBAZN358,journalArticle,1997,"Mackner, Laura M.; Starr, Raymond H.; Black, Maureen M.",The cumulative effect of neglect and failure to thrive on cognitive functioning,Child Abuse & Neglect,,1452134,10.1016/S0145-2134(97)00029-X
Z9GW834P,journalArticle,2003,"Mackner, Laura M.; Black, Maureen M.; Starr, Jr, Raymond H.",Cognitive development of children in poverty with failure to thrive: a prospective study through age 6,Journal of Child Psychology and Psychiatry,,"0021-9630, 1469-7610",10.1111/1469-7610.00160
MTQBKPQB,journalArticle,2011,"MacKenzie, Michael J.; Kotch, Jonathan B.; Lee, Li-Ching",Toward a cumulative ecological risk model for the etiology of child maltreatment,Children and Youth Services Review,,1907409,10.1016/j.childyouth.2011.04.018
7GMCHM6V,journalArticle,2011,"MacKenzie, Michael J.; Kotch, Jonathan B.; Lee, Lee-Ching; Augsberger, Astraea; Hutto, Nathan",A cumulative ecological–transactional risk model of child maltreatment and behavioral outcomes: Reconceptualizing early maltreatment report as risk factor,Children and Youth Services Review,,1907409,10.1016/j.childyouth.2011.08.030
WZSGWWZ7,journalArticle,2000,"Lyon, Thomas D.",Child witnesses and the oath: empirical evidence,Southern California Law Review,,0038-3910,
CEFHWN4E,journalArticle,1999,"Lyon, Thomas D.; Saywitz, Karen J.",Young maltreated children's competence to take the oath,Applied Developmental Science,,"1088-8691, 1532-480X",10.1207/s1532480xads0301_3
99ND5HNZ,journalArticle,2001,"Lyon, Thomas D.; Saywitz, Karen J.; Kaplan, Debra L.; Dorado, Joyce S.",Reducing maltreated children's reluctance to answer hypothetical oath-taking competency questions,Law and Human Behavior,,1477307,10.1023/A:1005644010134
PMWQ65PD,journalArticle,1998,"Lynch, Michael; Cicchetti, Dante","Trauma, mental representation and the organization of memory for mother-referent material",Development and Psychopathology,,0954-5794,
ZU652BDD,journalArticle,1998,"Lynch, Michael; Cicchetti, Dante","An ecological-transactional analysis of children and contexts: The longitudinal interplay among child maltreatment, community violence, and children's symptomatology",Development and Psychopathology,,0954-5794,
FS9VMQ9H,journalArticle,1998,"Lowman, B. C.; Kotch, J. B.; Jung, J.-W.; Browne, D. H.",Using number of reports adjusted for exposure (NRAE) to measure child maltreatment,Child Maltreatment,,1077-5595,10.1177/1077559598003003005
9JZ9ZXMU,journalArticle,2015,"Loman, L. Anthony; Siegel, Gary L.",Effects of approach and services under differential response on long term child safety and welfare,Child Abuse & Neglect,,1452134,10.1016/j.chiabu.2014.05.014
DSHBAHWZ,journalArticle,2011,"Lloyd, E. Christopher; Barth, Richard P.","Developmental outcomes after five years for foster children returned home, remaining in care, or adopted",Children and Youth Services Review,,1907409,10.1016/j.childyouth.2011.04.008
WVDDIRVP,journalArticle,2003,"Litrownik, Alan J.; Newton, Rae R.; Mitchell, Barbara E.; Richardson, Kelly K.",Long-term follow-up of young children placed in foster care: Subsequent placements and exposure to family violence,Journal of Family Violence,,"0885-7482, 1573-2851",10.1023/A:1021449330344
RR5MZHX7,journalArticle,2003,"Litrownik, Alan J.; Newton, Rae R.; Hunter, Wanda M.; English, Diana J.; Everson, Mark D.",Exposure to family violence in young at-risk children: A longitudinal look at the effects of victimization and witnessed physical and psychological aggression,Journal of Family Violence,,"0885-7482, 1573-2851",10.1023/A:1021405515323
2TJCP6ZQ,journalArticle,2005,"Litrownik, Alan J.; Lau, Anna; English, Diana J.; Briggs, Ernestine; Newton, Rae R.; Romney, Stephanie; Dubowitz, Howard",Measuring the severity of child maltreatment,Child Abuse & Neglect,,1452134,10.1016/j.chiabu.2003.08.010
IKXBHAPN,journalArticle,2012,"Lindsey, Michael A.; Gilreath, Tamika D.; Thompson, Richard; Graham, J. Christopher; Hawley, Kristin M.; Weisbart, Cindy; Browne, Dorothy; Kotch, Jonathan B.",Influence of caregiver network support and caregiver psychopathology on child mental health need and service use in the LONGSCAN study,Children and Youth Services Review,,1907409,10.1016/j.childyouth.2012.01.022
6EF23NQU,journalArticle,2008,"Lindsey, M. A.; Browne, D. C.; Thompson, R.; Hawley, K. M.; Graham, J. C.; Weisbart, C.; Harrington, D.; Kotch, J. B.","Caregiver mental health, neighborhood, and social network influences on mental health needs among African American children",Social Work Research,,"1070-5309, 1545-6838",10.1093/swr/32.2.79
KXDRZ2BE,journalArticle,2012,"Lin, Ching-Hsuan",Children who run away from foster care: Who are the children and what are the risk factors?,Children and Youth Services Review,,1907409,10.1016/j.childyouth.2012.01.009
SAUREZPD,journalArticle,2006,"Libby, Anne M.; Orton, Heather D.; Barth, Richard P.; Webb, Mary Bruce; Burns, Barbara J.; Wood, Patricia; Spicer, Paul","Alcohol, drug, and mental health specialty treatment services and race/ ethnicity: A national study of children and families involved with child welfare",American Journal of Public Health,,"0090-0036, 1541-0048",10.2105/AJPH.2004.059436
CXBEMQ96,journalArticle,2007,"Libby, Anne M.; Orton, Heather D.; Barth, Richard P.; Webb, Mary Bruce; Burns, Barbara J.; Wood, Patricia A.; Spicer, Paul",Mental health and substance abuse services to parents of children involved with child welfare: A study of racial and ethnic differences for American Indian parents,Administration and Policy in Mental Health and Mental Health Services Research,,"0894-587X, 1573-3289",10.1007/s10488-006-0099-2
RZCA5XKM,journalArticle,2014,"Li, Fenfang; Godinet, Meripa T.",The impact of repeated maltreatment on behavioral trajectories from early childhood to early adolescence,Children and Youth Services Review,,1907409,10.1016/j.childyouth.2013.10.014
RJ2S4BEU,journalArticle,2011,"Li, Fenfang; Godinet, Meripa T.; Arnsberger, Pam",Protective factors among families with children at risk of maltreatment: Follow up to early school years,Children and Youth Services Review,,1907409,10.1016/j.childyouth.2010.08.026
